date,gender,height,weight,rating,review_text
,,,,5,배송은 한 2주전에 된 것 같은데 배송완료가이제야 되어서 후기를 씁니다~카키 색상 아주 만족스럽고여 다 접으면 신발장에 보관이 가능할 정도로 부피가 줄어듭니다항상 보관할 장소 때문에 자전거 구매를 미뤘는데 딱 알맞는 제품을 구매한 것 같습니다가까운 거리에 있는 장소에 타고 나가기 좋고각자의 체형에 맞게 조절이 되어서 주변 사람들의 호평을 받았네요(다만 다른 분들도 언급한 부분인데 키가 있으신 분들은 최대한 늘려도 페달과 안장 사이의 거리가 짧다고 느낄 것 같습니다)
,,,,4,초등학생 자녀와 함께 타고 있어요. 접고 펼 때도 간편해서 외출 시 자녀 자전거와 같이 실어 다녀요
,,,,4,친구랑 주말에 속초로 여행을 가서 타려고 팝사이클 구매했어요! 4초 만에 접힌다해서 반신반의했는데 접는게 진짜 간편하고 차 트렁크에도 쉽게 들어가서 이동이 정말 편했어요~! 특히 여러 색상이 있어 내 취향대로 고를 수 있는 점도 좋았어요!
,,,,4,"아파트에서 자전거 보관이 어려웠는데, 팝사이클은 접어서 현관에 보관해도 공간을 거의 차지하지 않아 좋아요. 군더더기 없이 접고, 세워두고, 보관하는 전 과정이 깔끔해서 미니멀 라이프에 적합합니다."
,,,,4,"30대 직장인입니다. 사무실 근처에 주차가 힘들어서 고민이었는데, 차를 멀리 대고 팝사이클로 이동하니 시간도 절약되고 스트레스도 줄었어요"
,,,,4,"손목이 약해서 접을 때 조금씩 힘이들어가는 접이식 자전거도 걱정이었는데, 팝사이클은 슬라이드 방식이라 힘이 덜 들어가서 편하게 접고 펼 수 있어요. 이 구조는 관절 보호에도 탁월한 설계예요. 손목에 무리 없이 반복 사용 가능한 게 장점입니다."
,,,,4,슬라이드 방식이라는 게 뭔가 스마트한 느낌이에요. 요즘 제품답게 효율적이고 디자인도 감각적이라 만족합니다.
,,,,4,전 완전 자린이인데 팝사이클은 접이식인데도 안정감이 있어서 초보자도 쉽게 탈 수 있었어요! 작아서 걱정했는데 엄청 잘나가요! 조립도 간단해서 자알못인 저도 혼자서 뚝딱뚝딱 금방 했어용! 강추!!
,,,,4,"집이랑 지하철이랑 거리가 꽤 돼서 구매했습니다. 회사 근처까지 지하철로 이동하고, 남은 거리를 팝사이클로 출퇴근해요. 우선 들고다니지 않아도 돼서 편하고 슬라이드 방식이라 빠르게 접을 수 있어 환승할 때 불편함이 없이 사용하고 있네요. 들을 때 무게가 엄청 가벼운건 아니지만 밀고다니는 용도라 나름 만족하고 있습니다."
,,,,4,접이식 자전거 타기 편하고 안정적이에요. 작지만 강해요
,,,,4,이 자전거 접었다 펴기 편해요. 작지만 강해요
,,,,4,이 모델 휴대성이 좋아요. 추천합니다
,,,,4,접이식 자전거 출퇴근용으로 딱이에요. 친구에게도 추천했어요
,,,,4,접이식 모델 정말 마음에 들어요. 조립도 쉬워요
,,,,4,제품 디자인이 예뻐요. 매우 만족합니다
,,,,4,이 자전거 정말 마음에 들어요. 작지만 강해요
,,,,4,이 자전거 출퇴근용으로 딱이에요.
,,,,4,제품 디자인이 예뻐요. 색상도 마음에 들어요
,,,,4,접이식 자전거 정말 마음에 들어요. 다음에도 또 살 거예요
,,,,4,접이식 자전거 디자인이 예뻐요. 색상도 마음에 들어요
,,,,4,이 자전거 성능이 뛰어나요. 작지만 강해요
,,,,4,이 모델 휴대성이 좋아요. 색상도 마음에 들어요
,,,,4,이 자전거 정말 마음에 들어요. 친구에게도 추천했어요
,,,,4,접이식 자전거 가격 대비 만족스러워요. 작지만 강해요
,,,,4,접이식 모델 성능이 뛰어나요. 색상도 마음에 들어요
,,,,4,접이식 자전거 휴대성이 좋아요. 친구에게도 추천했어요
,,,,4,이 모델 정말 마음에 들어요. 색상도 마음에 들어요
,,,,4,접이식 자전거 출퇴근용으로 딱이에요. 추천합니다
,,,,4,이 자전거 가볍고 튼튼해요. 색상도 마음에 들어요
,,,,4,제품 접었다 펴기 편해요. 조립도 쉬워요
,,,,4,이 자전거 보관이 간편해요. 다음에도 또 살 거예요
,,,,4,접이식 모델 디자인이 예뻐요. 조립도 쉬워요
,,,,4,이 모델 보관이 간편해요. 매일 사용하고 있어요
,,,,5,접이식 모델 가볍고 튼튼해요. 작지만 강해요
,,,,4,이 자전거 출퇴근용으로 딱이에요. 다음에도 또 살 거예요
,,,,5,제품 정말 마음에 들어요. 추천합니다
,,,,4,이 자전거 보관이 간편해요. 색상도 마음에 들어요
,,,,4,제품 가볍고 튼튼해요. 친구에게도 추천했어요
,,,,4,접이식 자전거 접었다 펴기 편해요. 작지만 강해요
,,,,4,이 자전거 성능이 뛰어나요. 생각보다 더 좋아요
,,,,4,이 모델 타기 편하고 안정적이에요. 색상도 마음에 들어요
,,,,4,접이식 모델 타기 편하고 안정적이에요. 매일 사용하고 있어요
,,,,4,이 모델 디자인이 예뻐요. 색상도 마음에 들어요
,,,,4,이 모델 성능이 뛰어나요. 매우 만족합니다
,,,,4,제품 성능이 뛰어나요. 조립도 쉬워요
,,,,4,이 자전거 정말 마음에 들어요. 친구에게도 추천했어요
,,,,4,이 자전거 휴대성이 좋아요. 매일 사용하고 있어요
,,,,4,이 자전거 휴대성이 좋아요. 친구에게도 추천했어요
,,,,4,이 모델 보관이 간편해요. 친구에게도 추천했어요
,,,,4,제품 보관이 간편해요. 친구에게도 추천했어요
,,,,4,제품 휴대성이 좋아요. 매우 만족합니다
,,,,4,제품 성능이 뛰어나요. 다음에도 또 살 거예요
,,,,4,이 모델 가볍고 튼튼해요. 친구에게도 추천했어요
,,,,4,이 모델 성능이 뛰어나요. 매우 만족합니다
,,,,4,접이식 모델 타기 편하고 안정적이에요.
,,,,4,접이식 모델 디자인이 예뻐요. 추천합니다
,,,,4,이 자전거 접었다 펴기 편해요. 작지만 강해요
,,,,4,작긴 작아요 다른자전거들은 종이 접듯이 하지만요기 자전거는 트렌스 포 ㅁㅓ 급 이네요무게는 비슷하지만 휴대성은 인정
,,,,4,"예전엔 주말마다 등산했는데, 요즘은 팝사이클로 한강을 달립니다. 접고 차에 넣기 편하고, 체력 관리하기에 좋아요. 부품 호환성과 유지 보수 난이도도 낮아서 입문자에게 적합합니다. 고장이 적고 실용성 면에서 뛰어납니다"
